imagelink,imagelink-href,title,artist,country,height,width,price,views,favorites,subject,mediums,date
"Finding a Way II","https://www.saatchiart.com/art/Painting-Finding-a-Way-II/717715/2803661/view","Finding a Way II","Marsha Boston","United States","10","10","225","699","28","Botanic","Watercolor, Ink","1451606400000"
"Romantic","https://www.saatchiart.com/art/Painting-Romantic/238327/3529242/view","Romantic","Cozmolici Victoria","Moldova","11","9","290","31","2","Fashion","Acrylic","1420070400000"
"Fashion Illustration XXXVII","https://www.saatchiart.com/art/Painting-Fashion-Illustration-XXXVII/511785/2696216/view","Fashion Illustration XXXVII","Ute Rathmann","Germany","11","15","290","1706","21","Fashion","Gouache, Paint, Watercolor","1041379200000"
"Flow 15","https://www.saatchiart.com/art/Painting-Flow-15/261978/3374871/view","Flow 15","Kayo Albert","United States","16","20","310","60","11","Abstract","Acrylic, Oil, Tempera, Pastel, Ink","1451606400000"
"Blue Pine Wood","https://www.saatchiart.com/art/Painting-Blue-Pine-Wood/870783/2970417/view","Blue Pine Wood","Ulugbek Doschanov","Russia","33","23","175","471","14","Abstract","Acrylic","1451606400000"
"Anatta 157","https://www.saatchiart.com/art/Painting-Anatta-157/749378/3443677/view","Anatta 157","Anan Anantawong","Thailand","40","60","250","58","10","Abstract","Acrylic","1483228800000"
"Abstract.No.7","https://www.saatchiart.com/art/Painting-Abstract-No-7/814884/2904748/view","Abstract.No.7","Rafael Andueza","Colombia","23","35","245","550","22","Abstract","Oil","1451606400000"
"Hummingbird","https://www.saatchiart.com/art/Painting-Hummingbird/77603/1544751/view","Hummingbird","Oksana Reznik","Ukraine","23","19","280","2383","61","Nature","Acrylic","1356998400000"
"Spindrift","https://www.saatchiart.com/art/Painting-Spindrift/969352/3445302/view","Spindrift","Lisa Miller","United States","20","16","180","29","1","Abstract","Acrylic, Graphite","1483228800000"
"Harbor, original oil painting, handmade art, artist: Karen Darbinyan","https://www.saatchiart.com/art/Painting-Harbor-original-oil-painting-handmade-art-artist-Karen-Darbinyan/889704/3322570/view","Harbor, original oil painting, handmade art, artist: Karen Darbinyan","Vayer Art","United States","9","12","255","551","9","Seascape","Oil","1451606400000"
"Camp ground","https://www.saatchiart.com/art/Painting-Camp-ground/313348/2745011/view","Camp ground","justine formentelli","United Kingdom","6","18","245","994","9","Landscape","Watercolor","1440460800000"
"Mermaid Dream","https://www.saatchiart.com/art/Painting-Mermaid-Dream/982537/3543742/view","Mermaid Dream","Carin Rehbinder","United States","8","10","265","12","2","Abstract","Acrylic, Conte","1483228800000"
"""I die, you die""","https://www.saatchiart.com/art/Painting-I-die-you-die/714019/2470925/view","""I die, you die""","Alexandra Serres","France","16","12","175","141","0","Nature","Gesso, Ink, Watercolor","1420070400000"
"Girl  with Red Flower in Hair","https://www.saatchiart.com/art/Painting-Girl-with-Red-Flower-in-Hair/314982/2698974/view","Girl  with Red Flower in Hair","Fiona Maclean","Australia","10","7","155","2483","60","Fashion","Watercolor","1420070400000"
"Riveter","https://www.saatchiart.com/art/Painting-Riveter/950528/3339037/view","Riveter","Kory Russell","United States","7","9","248","427","2","Women","Oil","1451606400000"
"Moon....","https://www.saatchiart.com/art/Painting-Moon/481815/3276643/view","Moon....","Konrad Biro","","15","14","300","261","9","Abstract","Acrylic","1451606400000"
"Greens","https://www.saatchiart.com/art/Painting-Greens/284577/2424436/view","Greens","Surabhi Gaikwad","Qatar","18","15","290","1094","21","Garden","Oil","1388534400000"
"Hymn","https://www.saatchiart.com/art/Painting-Hymn/343864/3260450/view","Hymn","David Holcomb","United States","16","16","295","219","13","Abstract","Acrylic","1451606400000"
"Glacier","https://www.saatchiart.com/art/Painting-Glacier/963886/3445347/view","Glacier","Angeline Tournier","United Kingdom","10","10","275","56","5","Landscape","Acrylic","1451606400000"
"In the Paradise","https://www.saatchiart.com/art/Painting-In-the-Paradise/265774/2694312/view","In the Paradise","Magdalena Kalieva","Bulgaria","13","19","220","331","11","Food","Watercolor","1421712000000"
"A Witness","https://www.saatchiart.com/art/Painting-A-Witness/419137/2800874/view","A Witness","paul edmondson","United Kingdom","15","11","290","331","15","People","Oil, Acrylic, sand","1453075200000"
"Twilight Shadows","https://www.saatchiart.com/art/Painting-Twilight-Shadows/882418/2977177/view","Twilight Shadows","stephen hedgepeth","United States","5","7","100","575","31","Landscape","Oil","1451606400000"
"Stone","https://www.saatchiart.com/art/Painting-Stone/805252/2830639/view","Stone","Tamta Dolidze","Georgia","12","9","135","340","10","Abstract","Watercolor","1455062400000"
"Street in Hegyvidék","https://www.saatchiart.com/art/Painting-Street-in-Hegyvid-k/837550/2790049/view","Street in Hegyvidék","Gorszky Roxána","Hungary","12","9","145","1959","25","Landscape","Watercolor","1420070400000"
"Vista (13)","https://www.saatchiart.com/art/Painting-Vista-13/314224/2638129/view","Vista (13)","Ad van Riel","Netherlands","9","9","190","640","10","People","Acrylic, Oil","1399248000000"
"evening landscape","https://www.saatchiart.com/art/Painting-evening-landscape/481815/3101511/view","evening landscape","Konrad Biro","","6","9","215","525","25","Abstract","Oil","1451606400000"
"design4  16x20","https://www.saatchiart.com/art/Painting-design4-16x20/798571/3325393/view","design4  16x20","Ron Halfant","United States","20","16","260","166","5","Abstract","Acrylic","1451606400000"
"Apples","https://www.saatchiart.com/art/Painting-Apples/92802/2944625/view","Apples","Elena Oleniuc","Romania","13","13","300","311","20","Still Life","Acrylic","1451606400000"
"winter morning looking south","https://www.saatchiart.com/art/Painting-winter-morning-looking-south/389236/3310401/view","winter morning looking south","Catalin Ilinca","Spain","15","11","185","332","34","Landscape","Acrylic","1451606400000"
"Hard habit to break","https://www.saatchiart.com/art/Painting-Hard-habit-to-break/715399/3131834/view","Hard habit to break","Izabella Hornung","United Kingdom","22","16","300","392","20","Nude","Acrylic, Watercolor, Ink","1451606400000"
"Flowers 4","https://www.saatchiart.com/art/Painting-Flowers-4/830354/3343151/view","Flowers 4","Olga Kirichenko","Spain","18","15","235","297","21","Floral","Acrylic","1451606400000"
"Red Ribbon","https://www.saatchiart.com/art/Painting-Red-Ribbon/782532/2440885/view","Red Ribbon","Ewa Ludwiczak","Germany","7","5","135","1040","23","Portrait","Watercolor","1420070400000"
"moon and fishermen","https://www.saatchiart.com/art/Painting-moon-and-fishermen/746251/3052671/view","moon and fishermen","Giorgio Gosti","Italy","11","17","240","341","8","Seascape","Watercolor","1451606400000"
"Dead Things II","https://www.saatchiart.com/art/Painting-Dead-Things-II/743322/2863402/view","Dead Things II","Josh MG Yates","United States","5","5","210","1528","53","Mortality","Acrylic, Digital, Gesso, Paint, Color","1451606400000"
"Supposition 06","https://www.saatchiart.com/art/Painting-Supposition-06/416062/3083608/view","Supposition 06","Holly Boruck","United States","10","8","145","437","14","Floral","Oil, Paint","1451606400000"
"Structure","https://www.saatchiart.com/art/Painting-Structure/321546/2148341/view","Structure","Alina Cristina Marin","","11","11","240","658","23","Landscape","Acrylic","1408838400000"
"60th and Vermont","https://www.saatchiart.com/art/Painting-60th-and-Vermont/33545/3412377/view","60th and Vermont","Fabio Coruzzi","United States","11","16","290","932","27","Cities","acrylic, oil pastel,  gel ink, print, pencil","1420070400000"
"Destiny's Vision","https://www.saatchiart.com/art/Painting-Destiny-s-Vision/818299/2913814/view","Destiny's Vision","Ron Tam","Canada","20","16","260","224","14","Abstract","Acrylic","1451606400000"
"Blue Grey Tanager","https://www.saatchiart.com/art/Painting-Blue-Grey-Tanager/153937/3245126/view","Blue Grey Tanager","Fran Giffard","United Kingdom","5","7","190","202","3","Animal","Watercolor, Ink, Gouache, Pencil","1451606400000"
"Warm","https://www.saatchiart.com/art/Painting-Warm/693154/3431730/view","Warm","Kerri Blackman","United States","12","12","135","146","21","Abstract","Acrylic, Pastel, Pencil","1483228800000"
"no remorse","https://www.saatchiart.com/art/Painting-no-remorse/301241/2579808/view","no remorse","Kunstbetrieb Alujevic","Germany","11","8","140","1066","54","Interiors","Watercolor","1439251200000"
"Cream III (Series 3)","https://www.saatchiart.com/art/Painting-Cream-III-Series-3/398088/2606632/view","Cream III (Series 3)","Kathryn Neale","United States","10","10","295","639","36","Abstract","Acrylic, Paint, Paper","1428796800000"
"Landscape ""Grey silence"".","https://www.saatchiart.com/art/Painting-Landscape-Grey-silence/862032/2866007/view","Landscape ""Grey silence"".","Pavlo Marchuk","Ukraine","7","7","295","515","38","Nature","Oil","1450828800000"
"///11","https://www.saatchiart.com/art/Painting-11/392396/2754916/view","///11","sonya shmyk","Russia","8","5","240","501","20","Portrait","Watercolor","1449014400000"
"Italien Face 3","https://www.saatchiart.com/art/Painting-Italien-Face-3/337778/2764753/view","Italien Face 3","Petra Beeking","Germany","9","13","190","645","52","Portrait","Watercolor","1451174400000"
"Greyhounds: Chestnut & Indigo","https://www.saatchiart.com/art/Painting-Greyhounds-Chestnut-Indigo/825197/3194790/view","Greyhounds: Chestnut & Indigo","Nata Zaikina","Czech Republic","9","9","240","276","21","Dogs","Watercolor","1451606400000"
"blade of grass","https://www.saatchiart.com/art/Painting-blade-of-grass/402284/3325635/view","blade of grass","Dorota Wójcik","Poland","8","5","215","236","14","Nature","Watercolor","1451606400000"
"Study of Reclining Woman","https://www.saatchiart.com/art/Painting-Study-of-Reclining-Woman/843971/3433067/view","Study of Reclining Woman","Caroline Ji","Canada","4","4","155","99","10","Portrait","Oil","1483228800000"
"La playa III","https://www.saatchiart.com/art/Painting-La-playa-III/879674/3249989/view","La playa III","Miloš Hronec","Slovakia","6","4","205","335","15","Beach","Acrylic, Pencil","1451606400000"
"Jungle 9","https://www.saatchiart.com/art/Painting-Jungle-9/962441/3463381/view","Jungle 9","Valérie Auriel","France","19","15","275","72","1","Animal","Oil, Acrylic, Charcoal","1325376000000"
"sudden burnout","https://www.saatchiart.com/art/Painting-sudden-burnout/301241/2610190/view","sudden burnout","Kunstbetrieb Alujevic","Germany","11","8","190","1016","19","Portrait","Watercolor","1441152000000"
"Ficus","https://www.saatchiart.com/art/Painting-Ficus/771034/3313014/view","Ficus","Marina Gorkaeva","Russia","16","11","290","226","9","Botanic","Acrylic, Tempera","1451606400000"
"Fruits of the earth","https://www.saatchiart.com/art/Painting-Fruits-of-the-earth/92802/2875153/view","Fruits of the earth","Elena Oleniuc","Romania","9","12","220","679","23","Still Life","Watercolor","1451606400000"
"ants!","https://www.saatchiart.com/art/Painting-ants/834772/3536291/view","ants!","Marija Čolić","Serbia","7","9","295","17","4","Family","Watercolor","1483228800000"
"Cosmic Connections I.","https://www.saatchiart.com/art/Painting-Cosmic-Connections-I/424908/3349849/view","Cosmic Connections I.","Beata Belanszky-Demko","Hungary","7","7","180","195","21","Abstract","Oil","1451606400000"
"Suspicion of Disbelief","https://www.saatchiart.com/art/Painting-Suspicion-of-Disbelief/734213/2639584/view","Suspicion of Disbelief","shelton walsmith","United States","14","10","245","1244","14","Architecture","oil, Gouache","1443052800000"
"City In Fog #6","https://www.saatchiart.com/art/Painting-City-In-Fog-6/872587/3413622/view","City In Fog #6","Cristina Getson","Canada","12","12","290","50","7","Abstract","Acrylic","1451606400000"
"#33 of 100paintings project","https://www.saatchiart.com/art/Painting-33-of-100paintings-project/792144/2879900/view","#33 of 100paintings project","Elyce Abrams","United States","12","12","290","504","30","Abstract","Acrylic","1457913600000"
"Watercolour XXXII","https://www.saatchiart.com/art/Painting-Watercolour-XXXII/418245/3381218/view","Watercolour XXXII","Shelley Morrow","United Kingdom","11","7","240","144","21","Nude","Watercolor","1483228800000"
"INTO THE RIVER OF EVER-EFFULGENT LIGHT / MODERN MINIMAL ABSTRACT","https://www.saatchiart.com/art/Painting-INTO-THE-RIVER-OF-EVER-EFFULGENT-LIGHT-MODERN-MINIMAL-ABSTRACT/415484/3469754/view","INTO THE RIVER OF EVER-EFFULGENT LIGHT / MODERN MINIMAL ABSTRACT","Artswati London","United Kingdom","16","11","290","67","8","Abstract","oils, Pastel","1483228800000"
"Back view of a Man","https://www.saatchiart.com/art/Painting-Back-view-of-a-Man/843971/3416097/view","Back view of a Man","Caroline Ji","Canada","10","8","220","121","10","Portrait","Oil","1451606400000"
"Some Stars...","https://www.saatchiart.com/art/Painting-Some-Stars/406257/3237696/view","Some Stars...","Eser Ege Guray","","12","8","275","146","9","Landscape","Watercolor","1451606400000"
"Underwater - small size abstract - 20X20 cm","https://www.saatchiart.com/art/Painting-Underwater-small-size-abstract-20X20-cm/20453/3173889/view","Underwater - small size abstract - 20X20 cm","Fabienne Monestier","France","7","7","160","487","35","Abstract","Acrylic","1451606400000"
"Argus","https://www.saatchiart.com/art/Painting-Argus/788456/2515136/view","Argus","Tiago Barzana","","12","9","290","434","12","Outer Space","Oil","1430524800000"
"Out of Silence I","https://www.saatchiart.com/art/Painting-Out-of-Silence-I/958960/3387988/view","Out of Silence I","Jodie King","United States","10","10","270","233","27","Abstract","Acrylic, Gouache, Pastel, Ballpoint Pen","1451606400000"
"Little Girl in White","https://www.saatchiart.com/art/Painting-Little-Girl-in-White/782532/2440102/view","Little Girl in White","Ewa Ludwiczak","Germany","12","9","175","1288","18","Children","Watercolor","1388534400000"
"""Winter Garden Wildflowers II"" - Oil/ Fine Arts Painting","https://www.saatchiart.com/art/Painting-Winter-Garden-Wildflowers-II-Oil-Fine-Arts-Painting/803262/3033522/view","""Winter Garden Wildflowers II"" - Oil/ Fine Arts Painting","Bhavna Misra","United States","10","8","255","307","11","Floral","Oil","1451606400000"
"19mm x 50m 24","https://www.saatchiart.com/art/Painting-19mm-x-50m-24/126029/2066564/view","19mm x 50m 24","Dragomir Misina","United Kingdom","4","4","190","1969","28","Abstract","Acrylic","1402358400000"
"""Lowcountry November""","https://www.saatchiart.com/art/Painting-Lowcountry-November/943248/3303636/view","""Lowcountry November""","Claire McElveen","United States","16","20","310","314","21","Landscape","Oil","1451606400000"
"Birds XXXVIII","https://www.saatchiart.com/art/Painting-Birds-XXXVIII/716816/2634178/view","Birds XXXVIII","Maria Iciak","Poland","12","9","260","601","30","Animal","Watercolor","1420070400000"
